Percent of nodes removed,Original Model accuracy,Original Model f1,Retrain from scratch acc,Retrain from scratch f1,Retrain from scratch acc on delete set,Retrain from scratch f1 on delete set,Scrub accuracy,Scrub f1,Scrub accuracy on delete set,Scrub f1 on delete set,MEGU accuracy,MEGU f1,MEGU acc on delete set,MEGU f1 on delete set
0.05,0.8605504587155963,0.8605504631996155,0.8623853211009175,0.8623853325843811,0.8333333333333334,0.8333333134651184,0.8587155963302753,0.8587155938148499,0.875,0.875,0.8587155963302753,0.8587155938148499,0.875,0.875
0.1,0.8605504587155963,0.8605504631996155,0.8660550458715597,0.8660550713539124,0.8497409326424871,0.8497409224510193,0.8587155963302753,0.8587155938148499,0.8756476683937824,0.8756476640701294,0.8568807339449541,0.8568807244300842,0.8756476683937824,0.8756476640701294
0.2,0.8605504587155963,0.8605504631996155,0.8532110091743119,0.853210985660553,0.8652849740932642,0.8652849793434143,0.8605504587155963,0.8605504631996155,0.8963730569948186,0.8963730335235596,0.8587155963302753,0.8587155938148499,0.8963730569948186,0.8963730335235596
0.3,0.8605504587155963,0.8605504631996155,0.8513761467889909,0.8513761758804321,0.8721934369602763,0.872193455696106,0.8605504587155963,0.8605504631996155,0.8981001727115717,0.8981001973152161,0.8587155963302753,0.8587155938148499,0.8998272884283247,0.8998273015022278
0.4,0.8605504587155963,0.8605504631996155,0.8587155963302753,0.8587155938148499,0.866580310880829,0.8665803074836731,0.8605504587155963,0.8605504631996155,0.9093264248704663,0.909326434135437,0.8587155963302753,0.8587155938148499,0.9080310880829016,0.9080311059951782
0.5,0.8605504587155963,0.8605504631996155,0.8568807339449541,0.8568807244300842,0.8673575129533678,0.8673574924468994,0.8623853211009175,0.8623853325843811,0.9036269430051813,0.9036269187927246,0.8587155963302753,0.8587155938148499,0.9036269430051813,0.9036269187927246
