Percent of nodes removed,Original Model accuracy,Original Model f1,Inference accuracy,Inference f1
0.05,0.8251121076233184,0.8251121044158936,0.8251121076233184,0.8251121044158936
0.1,0.8251121076233184,0.8251121044158936,0.8221225710014948,0.8221225738525391
0.2,0.8251121076233184,0.8251121044158936,0.8191330343796711,0.8191330432891846
0.3,0.8251121076233184,0.8251121044158936,0.8101644245142003,0.8101644515991211
0.4,0.8251121076233184,0.8251121044158936,0.8131539611360239,0.8131539821624756
0.5,0.8251121076233184,0.8251121044158936,0.8086696562032885,0.8086696267127991
