Percent of nodes removed,Original Model accuracy,Original Model f1,Inference accuracy,Inference f1
0.05,0.8678899082568807,0.8678898811340332,0.8733944954128441,0.8733944892883301
0.1,0.8678899082568807,0.8678898811340332,0.8623853211009175,0.8623853325843811
0.2,0.8678899082568807,0.8678898811340332,0.8568807339449541,0.8568807244300842
0.3,0.8678899082568807,0.8678898811340332,0.8495412844036697,0.8495413064956665
0.4,0.8678899082568807,0.8678898811340332,0.8550458715596331,0.8550458550453186
0.5,0.8678899082568807,0.8678898811340332,0.8513761467889909,0.8513761758804321
